group,score
Group2,50.4814818656343
Group2,23.0644836722005
Group2,67.8175831311071
Group2,77.1193772465162
Group2,-5.62469241218532
Group2,80.8923365575036
Group2,18.9738875797877
Group2,61.3692317245658
Group2,66.4975659535652
Group2,45.0027542974642
Group2,33.8721510785052
Group2,54.1330255310513
Group2,60.9704675178613
Group2,72.0825704987176
Group2,-1.30842459754882
Group2,9.09051829852439
Group2,85.7600585297046
Group2,76.1657211777887
Group2,60.8822237226921
Group2,67.8794601777765
Group2,72.9293729410251
Group2,-16.523069961642
Group2,77.7569274159705
Group2,37.8753100859419
Group2,55.76542076578
Group2,42.6210549779106
Group2,71.7991238519686
Group2,41.2881887761097
Group2,62.9625941472062
Group2,40.2328755340255
Group2,22.6803197724624
Group2,80.2502627610066
Group2,68.5225002818568
Group2,93.1065559789113
Group2,51.6288483144826
Group2,78.1250686457043
Group2,99.3854763504769
Group2,42.9629471240258
Group2,16.9262221811196
Group2,44.0162108215471
Group2,44.6489690003654
Group2,53.792012612733
Group2,92.8076244329821
Group2,41.8464026873663
Group2,59.3251163951229
Group2,44.3078983776117
Group2,50.5112677131258
Group2,57.8514415876566
Group2,83.2053674009247
Group2,53.0329594372695
Group2,67.8210580007778
Group2,69.4715007445884
Group2,72.8693317713909
Group2,35.6401361953904
Group2,90.6720303548669
Group2,40.4760815176497
Group2,47.3553958087562
Group2,85.1012566928543
Group2,82.3520976536395
Group2,22.750203189719
Group2,28.1732249895634
Group2,16.0480235157346
Group2,54.5461798154958
Group2,54.1210216979617
Group2,59.1028671838766
Group2,63.8039428554639
